,STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,IMMEDIATE_STOP_FLAG,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR,TIME_NUM,SUSPECT_REPORTED_AGE_CUT
380,2746,2020-03-20,12:47:00,2020,March,Friday,Based on Radio Run,APP,POM,78,SGT,78,PETIT LARCENY,15,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,CALM,40,MALE,WHITE,5.1,160,MED,OTHER,OTHER,TATTOOS IN BOTH HANDS,78,FLATBUSH AVE && BERGEN ST,FLATBUSH AVE,991144,187337,11217,PBBS,BROOKLYN,Y,12,1,12.783333333333333,"[40, 50)"
381,7376,2020-09-29,14:15:00,2020,September,Tuesday,Based on Radio Run,APP,POM,46,LT,46,OTHER,3,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,28,MALE,BLACK,5.8,150,THN,BROWN,BLK,empty,52,2357 JEROME AVE,JEROME AVE,1011064,252640,10468,PBBX,BRONX,Y,14,1,14.25,"[20, 30)"
382,9022,2020-12-11,13:53:00,2020,December,Friday,Based on Radio Run,APP,POM,113,SGT,113,PETIT LARCENY,5,Y,N,Y,PETIT LARCENY,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CONFUSED,52,MALE,BLACK,5.9,175,MED,BROWN,BLD,empty,113,172 ST && AMELIA RD,172 ST,1047215,188169,11434,PBQS,QUEENS,Y,13,9,13.883333333333333,"[50, 60)"
383,9294,2020-12-22,18:29:00,2020,December,Tuesday,Based on Self Initiated,APP,POM,803,SGT,803,CPW,6,Y,Y,Y,CPW,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,CM,ANGRY,17,MALE,BLACK,5.9,140,THN,BROWN,BLK,BLACK JACKET BLACK PANTS RED,79,626 PARK AVE,PARK AVE,997946,193237,11206,PBBN,BROOKLYN,Y,18,8,18.483333333333334,"[10, 20)"
384,5168,2020-05-28,20:20:00,2020,May,Thursday,Based on Radio Run,APP,POF,30,SGT,30,PETIT LARCENY,5,Y,N,N,not arrested,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,NERVOUS,35,MALE,BLACK,5.5,180,MED,BROWN,BLK,NONE,30,441 CONVENT AVE,CONVENT AVE,999742,240714,10031,PBMN,MANHATTAN,Y,20,2,20.333333333333332,"[30, 40)"
385,6692,2020-08-30,17:40:00,2020,August,Sunday,Based on Radio Run,APP,OTHER,235,OTHER,235,GRAND LARCENY,3,Y,N,Y,GRAND LARCENY,N,N,N,N,V,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,SA,NERVOUS,15,MALE,BLACK,5.11,160,THN,BROWN,BLK,empty,5,DELANCEY ST && BOWERY,DELANCEY ST,985902,201709,10012,PBMS,MANHATTAN,Y,17,2,17.666666666666668,"[10, 20)"
386,2038,2020-03-01,14:35:00,2020,March,Sunday,Based on Radio Run,APP,POM,112,SGT,112,ASSAULT,18,Y,N,Y,ASSAULT,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,CM,UPSET,32,MALE,BLACK,5.1,150,THN,BROWN,BRO,empty,112,QUEENS BOULEVARD && 70 AVENUE,QUEENS BOULEVARD,1025419,202485,unknown,PBQN,QUEENS,Y,14,4,14.583333333333334,"[30, 40)"
387,569,2020-01-18,16:20:00,2020,January,Saturday,Based on Radio Run,APP,POM,43,SGT,43,CRIMINAL MISCHIEF,3,Y,N,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,"CALM, CONFUSED, UNDERSTANDING.",22,MALE,BLACK,5.9,150,THN,BROWN,BLK,empty,43,WESTCHESTER AVE && NOBLE AVE,WESTCHESTER AVE,1020224,241994,10472,PBBX,BRONX,Y,16,9,16.333333333333332,"[20, 30)"
388,7323,2020-08-28,22:38:00,2020,August,Friday,Based on Radio Run,APP,POM,25,LT,25,CPW,10,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,COMPLIANT,25,MALE,WHITE,5.1,170,THN,unknown,BLK,CURLY SHORT HAIR,32,FREDERICK DOUGLASS BLVD && W 140 ST,FREDERICK DOUGLASS BLVD,999686,237911,10030,PBMN,MANHATTAN,Y,22,6,22.633333333333333,"[20, 30)"
389,1803,2020-02-22,18:04:00,2020,February,Saturday,Based on Radio Run,APP,POM,71,SGT,71,CPW,10,Y,N,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,CM,CALM,50,MALE,BLACK,5.7,180,MED,BROWN,BLD,empty,71,1184 PRESIDENT ST,PRESIDENT ST,997773,182645,11225,PBBS,BROOKLYN,Y,18,1,18.066666666666666,"[50, 60)"
390,954,2020-01-28,08:35:00,2020,January,Tuesday,Based on Radio Run,APP,POM,52,SGT,52,PETIT LARCENY,25,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,CM,UPSET,28,FEMALE,BLACK,5.0,120,THN,BLACK,OTHER,SCARS ON FACE,52,49 W FORDHAM RD,W FORDHAM RD,1011062,253659,10468,PBBX,BRONX,Y,8,4,8.583333333333334,"[20, 30)"
391,2916,2020-03-21,03:37:00,2020,March,Saturday,Based on Radio Run,APP,POM,13,SGT,13,ROBBERY,17,Y,Y,Y,ROBBERY,N,N,N,S,V,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,NERVOUS,17,MALE,BLACK,5.8,150,THN,BROWN,BLK,empty,13,W 23 ST && AVENUE OF THE AMERICAS,W 23 ST,986244,209939,10010,PBMS,MANHATTAN,N,3,2,3.6166666666666667,"[10, 20)"
392,3335,2020-04-05,12:18:00,2020,April,Sunday,Based on C/W on Scene,APP,POM,7,SGT,7,BURGLARY,5,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,50,MALE,WHITE,5.5,200,MED,BROWN,BLK,empty,7,47 PITT ST,PITT ST,988923,200646,10002,PBMS,MANHATTAN,N,12,1,12.3,"[50, 60)"
393,7362,2020-09-26,17:20:00,2020,September,Saturday,Based on Radio Run,APP,POM,860,SGT,860,ASSAULT,10,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,SA,CALM,35,MALE,BLACK,5.1,160,THN,BLACK,BLK,BLACK HAT BLACK GLOVES BLACK,14,W 42 ST && AVE OF THE AMERICAS,W 42 ST,988519,214046,unknown,PBMS,MANHATTAN,Y,17,1,17.333333333333332,"[30, 40)"
394,7389,2020-10-02,05:05:00,2020,October,Friday,Based on Radio Run,APP,POM,101,SGT,101,CPW,25,Y,N,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,CM,NERVOUS,40,MALE,BLACK,6.0,200,MED,BROWN,BLK,RED HOODIE,101,32-08 PLUNKETT AVE,PLUNKETT AVE,1048919,162519,11691,PBQS,QUEENS,Y,5,2,5.083333333333333,"[40, 50)"
395,7908,2020-10-27,02:15:00,2020,October,Tuesday,Based on C/W on Scene,APP,POM,14,SGT,14,CPW,5,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,AGITATED,35,MALE,BLACK,6.1,190,THN,BROWN,BLK,GRAY LONG SLEEVE SHIRT BLACK,14,312 W 37 ST,W 37 ST,986175,214090,10018,PBMS,MANHATTAN,Y,2,7,2.25,"[30, 40)"
396,6955,2020-09-08,10:25:00,2020,September,Tuesday,Based on Radio Run,APP,POM,79,LT,79,ASSAULT,2,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM AND COMPLIANT,59,MALE,BLACK,5.8,150,MED,BROWN,OTHER,empty,79,185 MAC DONOUGH ST,MAC DONOUGH ST,1001216,187654,11216,PBBN,BROOKLYN,N,10,6,10.416666666666666,"[50, 60)"
397,5539,2020-06-07,14:05:00,2020,June,Sunday,Based on Radio Run,APP,POM,23,LT,23,ASSAULT,5,Y,N,N,not arrested,N,Y,N,N,N,N,N,empty,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,CALM,30,FEMALE,WHITE,5.5,160,MED,BROWN,BRO,empty,23,E 96 ST && 3 AVE,E 96 ST,998281,225348,10128,PBMN,MANHATTAN,Y,14,1,14.083333333333334,"[30, 40)"
398,1298,2020-02-08,17:55:00,2020,February,Saturday,Based on Radio Run,APP,POM,17,SGT,17,PETIT LARCENY,27,Y,Y,N,not arrested,N,N,N,S,V,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,CM,CALM,39,MALE,WHITE,6.1,170,THN,BROWN,OTHER,empty,14,E 45 ST && PARK AVE,E 45 ST,990822,214000,10017,PBMS,MANHATTAN,Y,17,1,17.916666666666668,"[30, 40)"
399,5601,2020-06-13,18:25:00,2020,June,Saturday,Based on Radio Run,APP,POM,113,LT,113,CPW,5,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,"NERVOUS, EVASIVE.",17,MALE,BLACK,5.11,175,THN,BROWN,BLK,empty,113,116-80 GUY R BREWER BLVD,GUY R BREWER BLVD,1044316,188856,11434,PBQS,QUEENS,Y,18,2,18.416666666666668,"[10, 20)"
400,7827,2020-10-21,23:21:00,2020,October,Wednesday,Based on Radio Run,APP,POM,19,SGT,19,GRAND LARCENY AUTO,5,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,NERVOUS,50,MALE,BLACK,5.9,190,MED,BLACK,GRY,empty,23,E 97 ST && 3 AVE,E 97 ST,998421,225599,10029,PBMN,MANHATTAN,Y,23,2,23.35,"[50, 60)"
401,2465,2020-03-13,23:24:00,2020,March,Friday,Based on Self Initiated,APP,POM,110,OTHER,110,ROBBERY,7,Y,N,N,not arrested,N,N,N,S,V,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,CM,HESITANT,17,MALE,WHITE,5.11,170,THN,BROWN,BLK,empty,115,87-35 ROOSEVELT AVE,ROOSEVELT AVE,1017782,211900,11372,PBQN,QUEENS,Y,23,0,23.4,"[10, 20)"
402,1992,2020-02-15,02:25:00,2020,February,Saturday,Based on Radio Run,APP,POM,83,SGT,83,MAKING GRAFFITI,7,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,CM,COMPLIANT,24,MALE,WHITE,5.9,180,MED,BROWN,BLK,BLACK HAT BLACK JACKET BEIGE,83,STARR ST && KNICKERBOCKER AVE,STARR ST,1004937,195338,11237,PBBN,BROOKLYN,Y,2,6,2.4166666666666665,"[20, 30)"
403,2173,2020-01-27,01:29:00,2020,January,Monday,Based on Self Initiated,APP,OTHER,425,SGT,425,ROBBERY,30,Y,N,N,not arrested,N,N,N,S,V,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,CM,NERVOUS,20,MALE,WHITE,6.2,160,THN,BLACK,BLK,empty,44,MORRIS AVE && SELWYN AVE,MORRIS AVE,1009113,245401,10457,PBBX,BRONX,Y,1,2,1.4833333333333334,"[20, 30)"
404,9257,2020-12-16,07:38:00,2020,December,Wednesday,Based on C/W on Scene,APP,POM,868,SGT,73,ASSAULT,10,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,SA,ANNOYED,30,MALE,BLACK,5.8,150,MED,BROWN,BLK,WAS WEARING YELLOW DOWN WINTE,84,JAY ST && WILLOUGHBY ST,JAY ST,987772,191476,11201,PBBN,BROOKLYN,Y,7,0,7.633333333333333,"[30, 40)"
405,3143,2020-04-01,00:09:00,2020,April,Wednesday,Based on Radio Run,APP,POM,46,SGT,46,ASSAULT,9,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,HOSTILE,22,MALE,BLACK,5.11,170,THN,BROWN,BLK,empty,46,MORRIS AVE && E 183 ST,MORRIS AVE,1011383,251919,10453,PBBX,BRONX,Y,0,0,0.15,"[20, 30)"
406,6509,2020-08-19,00:31:00,2020,August,Wednesday,Based on Radio Run,APP,POM,20,LT,24,ASSAULT,20,Y,Y,Y,ASSAULT,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,NORMAL,18,MALE,WHITE,5.1,170,MED,OTHER,OTHER,BLUE SWEATER GRAY JEANS BLEED,20,30 W 69 ST,W 69 ST,990156,221524,10023,PBMN,MANHATTAN,Y,0,3,0.5166666666666667,"[10, 20)"
407,7507,2020-09-25,08:45:00,2020,September,Friday,Based on Radio Run,APP,POM,84,SGT,84,CPW,8,Y,N,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,SA,NORMAL,40,MALE,BLACK,6.0,170,MED,OTHER,OTHER,BULE HOODIE WITH WHITE LETTER,84,101 COURT ST,COURT ST,986568,190976,11201,PBBN,BROOKLYN,N,8,3,8.75,"[40, 50)"
408,3460,2020-04-09,08:19:00,2020,April,Thursday,Based on Radio Run,APP,POM,113,LT,113,CRIMINAL MISCHIEF,3,Y,N,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,COOPERATIVE,25,FEMALE,BLACK,5.7,150,THN,BLACK,BLK,empty,113,115-34 SUTPHIN BLVD,SUTPHIN BLVD,1041737,188513,11436,PBQS,QUEENS,Y,8,5,8.316666666666666,"[20, 30)"
409,7414,2020-10-03,02:39:00,2020,October,Saturday,Based on C/W on Scene,APP,POM,103,LT,103,GRAND LARCENY AUTO,9,N,N,Y,GRAND LARCENY AUTO,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,"NERVOUS, ANXIOUS",22,MALE,WHITE,5.4,120,THN,BROWN,BRO,LONG HAIR GREY HOODIE WHITE B,103,165 ST && LIBERTY AVE,165 ST,1041814,195163,11433,PBQS,QUEENS,Y,2,2,2.65,"[20, 30)"
410,3447,2020-04-11,19:40:00,2020,April,Saturday,Based on C/W on Scene,APP,POM,49,SGT,49,CPW,3,Y,N,N,not arrested,N,N,N,S,V,Y,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,17,MALE,BLACK,6.1,180,MED,BROWN,BLK,empty,49,ASTOR AVE && CRUGER AVE,ASTOR AVE,1021171,252475,10467,PBBX,BRONX,N,19,1,19.666666666666668,"[10, 20)"
411,3292,2020-04-06,18:26:00,2020,April,Monday,Based on Radio Run,APP,POM,102,SGT,102,PETIT LARCENY,28,Y,N,N,not arrested,N,Y,N,N,N,N,Y,empty,empty,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CONFUSED,31,MALE,BLACK,5.11,170,THN,BROWN,BLK,BLACK HOODIE FACE MASK BLUE F,102,98 ST && ATLANTIC AVE,98 ST,1027234,190425,11421,PBQS,QUEENS,Y,18,9,18.433333333333334,"[30, 40)"
412,6360,2020-08-11,00:20:00,2020,August,Tuesday,Based on Radio Run,APP,POM,25,SGT,25,CPW,5,Y,N,Y,CPW,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CO,CALM/COOL,17,MALE,BLACK,6.0,160,THN,BROWN,BLK,NONE,25,2321 1 AVE,1 AVE,1002446,229960,10035,PBMN,MANHATTAN,N,0,1,0.3333333333333333,"[10, 20)"
413,2061,2020-02-29,21:02:00,2020,February,Saturday,Based on C/W on Scene,APP,POM,79,SGT,79,PETIT LARCENY,11,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,15,FEMALE,BLACK,5.5,140,THN,BROWN,BLK,FEMALE YELLOW JACKET BLACK PA,79,119 MAC DONOUGH ST,MAC DONOUGH ST,1000477,187555,11216,PBBN,BROOKLYN,Y,21,1,21.033333333333335,"[10, 20)"
414,3816,2020-04-22,19:36:00,2020,April,Wednesday,Based on Radio Run,APP,POM,81,SGT,81,MENACING,10,Y,N,Y,MENACING,N,N,N,N,V,Y,Y,N,empty,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,SB,AGITATED,29,MALE,BLACK,6.3,240,HEA,BROWN,BLK,empty,81,1140 BROADWAY,BROADWAY,1003901,191899,11221,PBBN,BROOKLYN,Y,19,7,19.6,"[20, 30)"
415,6976,2020-08-04,15:20:00,2020,August,Tuesday,Based on C/W on Scene,APP,POM,879,SGT,878,CRIMINAL MISCHIEF,3,Y,N,N,not arrested,N,N,N,S,V,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,CM,FRIENDLY/CALM,37,MALE,WHITE,5.8,190,MED,BROWN,BLK,BLUE SHIRT/GREEN CARGO PANTS/,108,QUEENS BLVD && 46 ST,QUEENS BLVD,1006851,210030,unknown,PBQN,QUEENS,N,15,1,15.333333333333334,"[30, 40)"
416,8469,2020-11-17,11:40:00,2020,November,Tuesday,Based on Radio Run,APP,POM,68,SGT,68,ROBBERY,41,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,SB,UPSET,20,MALE,WHITE,5.7,180,MED,BROWN,BLK,empty,68,99 ST && SHORE RD,99 ST,973955,162912,11209,PBBS,BROOKLYN,N,11,4,11.666666666666666,"[20, 30)"
417,4724,2020-05-19,18:24:00,2020,May,Tuesday,Based on Radio Run,APP,POM,42,SGT,42,ROBBERY,1,Y,N,Y,ROBBERY,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,NORMAL,30,FEMALE,BLACK,5.8,170,HEA,BROWN,BLK,empty,42,E 174 ST && VYSE AVE,E 174 ST,1015805,244156,10460,PBBX,BRONX,N,18,3,18.4,"[30, 40)"
418,8694,2020-11-28,15:45:00,2020,November,Saturday,Based on C/W on Scene,APP,POM,71,SGT,71,PETIT LARCENY,20,Y,N,N,not arrested,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,SB,CALM,40,MALE,BLACK,5.6,160,MED,BROWN,BLK,empty,71,664 FLATBUSH AVE,FLATBUSH AVE,995243,178668,11225,PBBS,BROOKLYN,Y,15,1,15.75,"[40, 50)"
419,3427,2020-04-09,18:55:00,2020,April,Thursday,Based on Radio Run,APP,POM,63,SGT,63,GRAND LARCENY AUTO,10,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,CM,empty,20,MALE,BLACK,5.9,160,THN,BROWN,BLK,empty,63,AVENUE I && E 56 ST,AVENUE I,1005807,169128,11234,PBBS,BROOKLYN,Y,18,0,18.916666666666668,"[20, 30)"
420,7408,2020-10-03,09:20:00,2020,October,Saturday,Based on Radio Run,APP,POM,63,SGT,63,ASSAULT,10,Y,N,N,not arrested,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,ID,CONTENT,24,MALE,BLACK,5.6,150,THN,BROWN,BLK,empty,63,AVENUE U && E 59 ST,AVENUE U,1007545,162984,11234,PBBS,BROOKLYN,Y,9,0,9.333333333333334,"[20, 30)"
421,7115,2020-09-17,19:42:00,2020,September,Thursday,Based on C/W on Scene,APP,POM,60,SGT,60,ROBBERY,6,Y,Y,Y,ROBBERY,N,Y,N,N,N,N,Y,empty,empty,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CALM,19,MALE,BLACK,5.5,130,THN,BROWN,BLK,empty,60,SURF AVE && W 12 ST,SURF AVE,989906,148961,11224,PBBS,BROOKLYN,Y,19,1,19.7,"[10, 20)"
422,5794,2020-06-11,01:23:00,2020,June,Thursday,Based on Radio Run,APP,POM,75,SGT,75,BURGLARY,20,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,CALM,26,FEMALE,BLACK,5.666666666666667,155,THN,BROWN,BLK,UNKNOWN,75,2904 ATLANTIC AVE,ATLANTIC AVE,1015610,186006,11207,PBBN,BROOKLYN,Y,1,1,1.3833333333333333,"[20, 30)"
423,7599,2020-10-13,17:50:00,2020,October,Tuesday,Based on Radio Run,APP,POM,104,LT,104,PETIT LARCENY,5,Y,Y,Y,PETIT LARCENY,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,UPSET,16,FEMALE,BLACK,5.4,170,HEA,BROWN,BLK,OLIVE GREEN PANTS BLACK HOODI,104,ELIOT AVE && 61 ST,ELIOT AVE,1011405,199493,11379,PBQN,QUEENS,Y,17,4,17.833333333333332,"[10, 20)"
