,STOP_WAS_INITIATED,STOP_DURATION_MINUTES,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME,IMMEDIATE_STOP_FLAG,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR
4212,Based on Radio Run,10,N,not arrested,Y,Y,Y,20,MALE,WHITE,5.5,150,THN,BROWN,BRO,STATEN ISLAND,N,18,4
4213,Based on Radio Run,1,N,not arrested,Y,N,Y,20,MALE,BLACK,5.9,160,MED,BROWN,BLK,BROOKLYN,Y,17,0
4214,Based on Self Initiated,5,N,not arrested,N,N,N,18,MALE,BLACK,5.11,165,THN,BROWN,BLK,MANHATTAN,Y,15,4
4215,Based on Radio Run,10,N,not arrested,N,Y,N,18,MALE,BLACK,6.1,150,THN,BROWN,BLK,MANHATTAN,Y,20,0
4216,Based on Self Initiated,1,N,not arrested,Y,N,Y,23,MALE,BLACK,6.0,180,MED,BROWN,BLK,BRONX,N,18,0
4217,Based on Radio Run,11,Y,PETIT LARCENY,N,Y,N,50,MALE,BLACK,6.1,180,THN,BROWN,BRO,MANHATTAN,Y,8,0
4218,Based on Radio Run,15,Y,CRIMINAL MISCHIEF,Y,Y,N,64,MALE,WHITE,5.7,170,MED,BROWN,BLD,BROOKLYN,Y,21,0
4219,Based on Self Initiated,5,N,not arrested,Y,N,Y,15,MALE,BLACK,5.1,150,THN,BROWN,BLK,BRONX,N,16,0
4220,Based on Self Initiated,15,Y,CRIMINAL TRESPASS,Y,Y,N,24,MALE,WHITE,6.0,140,THN,BROWN,BRO,MANHATTAN,Y,14,3
4221,Based on Radio Run,33,Y,BURGLARY,N,Y,N,56,MALE,BLACK,5.6,150,THN,BROWN,OTHER,QUEENS,Y,20,0
4222,Based on Radio Run,1,Y,CPW,Y,Y,Y,24,MALE,BLACK,5.11,175,THN,BROWN,BLK,BROOKLYN,Y,17,0
4223,Based on Radio Run,12,N,not arrested,N,N,N,15,MALE,OTHER,5.6,200,HEA,BROWN,BLK,QUEENS,Y,22,2
4224,Based on Self Initiated,1,N,not arrested,Y,N,N,22,MALE,BLACK,5.6,150,THN,BROWN,BLK,BROOKLYN,Y,22,1
4225,Based on Radio Run,20,Y,OTHER,N,N,N,43,FEMALE,WHITE,5.5,160,MED,OTHER,BRO,QUEENS,Y,5,5
4226,Based on Self Initiated,6,N,not arrested,N,N,N,55,MALE,BLACK,5.7,150,MED,BROWN,GRY,MANHATTAN,N,20,1
4227,Based on Radio Run,11,Y,ROBBERY,Y,Y,Y,28,FEMALE,WHITE,5.11,190,THN,OTHER,BLK,MANHATTAN,Y,0,8
4228,Based on Radio Run,7,Y,PETIT LARCENY,N,Y,N,22,MALE,BLACK,6.1,165,THN,BROWN,BLK,MANHATTAN,N,16,1
4229,Based on C/W on Scene,5,N,not arrested,Y,N,N,33,MALE,BLACK,6.4,250,MED,BROWN,BLK,MANHATTAN,Y,3,1
4230,Based on Self Initiated,2,Y,ROBBERY,Y,Y,Y,15,MALE,BLACK,5.8,160,THN,BROWN,BLK,QUEENS,N,17,0
4231,Based on C/W on Scene,10,N,not arrested,N,N,N,31,FEMALE,BLACK,5.1,165,MED,BROWN,BLK,BRONX,Y,3,0
4232,Based on C/W on Scene,2,N,not arrested,Y,N,N,47,MALE,WHITE,6.0,217,MED,BROWN,BLK,MANHATTAN,Y,17,6
4233,Based on Radio Run,10,N,not arrested,Y,Y,Y,33,MALE,BLACK,5.8,150,MED,BROWN,BLK,QUEENS,Y,23,5
4234,Based on Radio Run,12,N,not arrested,Y,Y,N,14,MALE,BLACK,6.0,150,THN,BROWN,BLK,BRONX,Y,19,5
4235,Based on Self Initiated,8,Y,CRIMINAL SALE OF CONTROLLED SUBSTANCE,Y,Y,N,46,MALE,WHITE,5.11,140,THN,BROWN,BRO,BROOKLYN,Y,15,1
4236,Based on C/W on Scene,20,N,not arrested,N,N,N,60,MALE,BLACK,6.5,200,MED,BLACK,OTHER,BROOKLYN,Y,14,0
4237,Based on Radio Run,5,Y,CPW,Y,Y,Y,26,MALE,WHITE,5.6,150,THN,BROWN,BLK,MANHATTAN,Y,8,8
4238,Based on Radio Run,20,Y,BURGLARY,Y,Y,N,27,MALE,BLACK,6.0,150,THN,BLACK,BLK,BRONX,Y,6,5
4239,Based on Radio Run,20,Y,ASSAULT,N,N,N,16,MALE,BLACK,5.9,155,THN,BROWN,BLK,BRONX,Y,20,0
4240,Based on Radio Run,1,N,not arrested,Y,N,N,32,MALE,WHITE,5.5,230,HEA,BROWN,BLK,BRONX,Y,16,1
4241,Based on Radio Run,7,Y,CRIMINAL POSSESSION OF FORGED INSTRUMENT,Y,Y,N,20,MALE,BLACK,5.9,150,THN,BROWN,BLK,STATEN ISLAND,Y,10,9
4242,Based on Radio Run,20,N,not arrested,N,N,N,35,MALE,BLACK,6.0,185,THN,BROWN,BLD,QUEENS,Y,3,4
4243,Based on Radio Run,28,N,not arrested,N,N,N,36,FEMALE,BLACK,5.8,160,HEA,BROWN,OTHER,MANHATTAN,Y,18,0
4245,Based on Self Initiated,9,N,not arrested,Y,Y,N,41,MALE,WHITE,5.1,180,MED,unknown,BRO,MANHATTAN,N,18,1
4246,Based on Radio Run,3,Y,PETIT LARCENY,N,Y,N,34,MALE,BLACK,5.1,190,MED,BROWN,BLK,MANHATTAN,N,16,7
4247,Based on Self Initiated,10,Y,GRAND LARCENY,N,Y,N,17,MALE,BLACK,5.11,200,MED,BLACK,BLK,MANHATTAN,Y,16,0
4248,Based on Self Initiated,10,N,not arrested,Y,N,N,25,MALE,BLACK,5.9,160,MED,BROWN,BLK,BROOKLYN,Y,23,1
4249,Based on C/W on Scene,4,Y,OTHER,Y,Y,N,24,MALE,BLACK,6.0,180,THN,BROWN,BLK,BRONX,N,3,3
4250,Based on Self Initiated,5,Y,BURGLARY,Y,Y,N,46,MALE,WHITE,5.9,160,MED,BROWN,BLK,MANHATTAN,N,15,1
4251,Based on Radio Run,25,N,not arrested,N,N,N,14,FEMALE,BLACK,5.7,145,MED,BROWN,BLK,MANHATTAN,Y,13,3
4252,Based on Self Initiated,4,N,not arrested,Y,N,N,19,MALE,OTHER,6.0,180,THN,BROWN,BLK,BROOKLYN,N,0,2
4253,Based on C/W on Scene,6,N,not arrested,Y,N,Y,37,MALE,WHITE,5.11,185,MED,BROWN,BLK,BRONX,Y,5,5
4254,Based on Radio Run,15,Y,OTHER,N,Y,N,35,MALE,WHITE,5.8,150,THN,BROWN,BRO,QUEENS,N,19,2
4255,Based on Radio Run,20,N,not arrested,Y,N,N,41,MALE,BLACK,6.2,200,THN,BROWN,BRO,BRONX,Y,14,0
4256,Based on C/W on Scene,2,Y,ASSAULT,N,N,Y,31,MALE,BLACK,5.11,200,MED,BLACK,BLK,MANHATTAN,N,2,0
4257,Based on Radio Run,15,N,not arrested,Y,N,N,49,MALE,BLACK,5.333333333333333,170,MED,BLACK,BLK,BROOKLYN,Y,10,4
4258,Based on Radio Run,3,Y,CPW,Y,Y,Y,28,MALE,WHITE,5.7,160,THN,BROWN,BLK,MANHATTAN,Y,3,1
4259,Based on C/W on Scene,5,Y,ASSAULT,Y,Y,Y,30,MALE,BLACK,6.0,200,UNKNOWN,BROWN,BLK,QUEENS,Y,23,1
4260,Based on Self Initiated,2,Y,CRIMINAL TRESPASS,N,Y,N,19,MALE,BLACK,6.0,140,THN,BLACK,BLK,MANHATTAN,Y,17,1
4261,Based on Radio Run,1,N,not arrested,Y,Y,N,31,MALE,BLACK,6.0,180,THN,BROWN,BLK,BRONX,Y,8,0
4262,Based on Radio Run,25,N,not arrested,N,N,N,17,MALE,BLACK,5.9,165,MED,BLACK,BLK,MANHATTAN,Y,13,3
4263,Based on Radio Run,5,Y,CPW,Y,Y,Y,40,MALE,BLACK,5.8,190,MED,BROWN,BLD,MANHATTAN,Y,21,1
4264,Based on Radio Run,5,Y,BURGLARY,Y,Y,Y,36,MALE,WHITE,6.0,220,UNKNOWN,unknown,BRO,MANHATTAN,Y,22,7
4265,Based on Radio Run,5,N,not arrested,N,N,N,17,MALE,OTHER,5.7,110,THN,BROWN,BRO,BROOKLYN,Y,18,0
4266,Based on Radio Run,5,N,not arrested,Y,N,N,33,MALE,BLACK,5.1,160,MED,BROWN,BLK,MANHATTAN,Y,21,1
4267,Based on C/W on Scene,41,Y,CPSP,N,Y,N,30,MALE,WHITE,5.1,180,THN,BROWN,BLK,MANHATTAN,N,19,1
4268,Based on Radio Run,9,Y,PETIT LARCENY,N,Y,N,40,MALE,BLACK,5.8,170,MED,BLACK,BLK,MANHATTAN,N,15,2
4269,Based on Radio Run,8,N,not arrested,N,N,N,17,MALE,BLACK,5.1,180,MED,BROWN,BLK,BROOKLYN,N,1,0
4270,Based on Radio Run,2,N,not arrested,Y,N,N,19,MALE,BLACK,5.9,160,MED,BROWN,BLK,BRONX,Y,18,2
4271,Based on Radio Run,5,N,not arrested,Y,N,N,18,FEMALE,BLACK,5.5,200,HEA,BLACK,BLK,BRONX,Y,21,6
4272,Based on C/W on Scene,17,Y,ROBBERY,N,Y,N,16,FEMALE,BLACK,5.3,160,MED,BROWN,BLK,MANHATTAN,Y,23,7
4273,Based on C/W on Scene,2,Y,CPW,Y,Y,N,15,MALE,BLACK,5.2,100,THN,BROWN,BLK,BRONX,Y,23,2
4274,Based on Radio Run,2,N,not arrested,Y,N,Y,50,FEMALE,BLACK,5.8,150,THN,BROWN,BLK,MANHATTAN,Y,19,0
4275,Based on Radio Run,9,Y,PETIT LARCENY,N,Y,N,30,MALE,BLACK,6.0,180,MED,BROWN,BRO,QUEENS,N,12,1
4276,Based on Self Initiated,4,Y,CPW,Y,Y,N,19,MALE,BLACK,5.8,160,THN,BROWN,BLK,BRONX,Y,3,1
4277,Based on Radio Run,14,N,not arrested,N,N,N,23,MALE,BLACK,6.1,170,THN,BROWN,BLK,BROOKLYN,Y,21,2
4278,Based on Self Initiated,2,N,not arrested,N,N,N,19,MALE,BLACK,5.1,140,THN,BROWN,BLK,BRONX,N,15,0
4279,Based on Radio Run,25,N,not arrested,Y,N,Y,18,MALE,BLACK,5.6,150,THN,BROWN,OTHER,BRONX,Y,20,1
4280,Based on Radio Run,22,Y,CPSP,Y,Y,N,24,MALE,WHITE,6.0,170,MED,OTHER,GRY,BRONX,Y,4,1
4281,Based on Radio Run,6,N,not arrested,N,N,N,39,MALE,OTHER,5.8,150,MED,BLACK,OTHER,QUEENS,Y,2,1
4282,Based on C/W on Scene,1,Y,ROBBERY,N,Y,N,15,MALE,BLACK,5.9,140,THN,OTHER,BLK,QUEENS,N,2,2
4283,Based on Radio Run,10,Y,ROBBERY,Y,Y,Y,18,MALE,BLACK,5.8,160,THN,BROWN,BLK,MANHATTAN,Y,17,0
4284,Based on Radio Run,5,N,not arrested,N,Y,N,20,MALE,BLACK,5.6,175,MED,BROWN,BLK,MANHATTAN,Y,23,6
4285,Based on Radio Run,5,N,not arrested,N,N,N,30,MALE,WHITE,5.8,150,UNKNOWN,unknown,OTHER,MANHATTAN,Y,12,1
4286,Based on C/W on Scene,20,N,not arrested,N,N,N,42,FEMALE,WHITE,5.9,230,HEA,BROWN,OTHER,BROOKLYN,Y,1,4
4287,Based on Radio Run,17,Y,ROBBERY,N,Y,N,14,MALE,BLACK,5.6,100,MED,unknown,BLK,QUEENS,Y,13,2
4288,Based on Self Initiated,5,Y,CPW,N,Y,N,16,MALE,BLACK,5.5,120,THN,BROWN,BLK,BROOKLYN,Y,22,0
4289,Based on Radio Run,41,N,not arrested,N,N,N,24,MALE,WHITE,5.11,140,THN,BROWN,BRO,BROOKLYN,Y,1,1
4290,Based on Radio Run,5,Y,BURGLARY,N,Y,N,18,MALE,WHITE,5.1,150,THN,BROWN,BLK,QUEENS,N,15,2
4291,Based on Radio Run,7,N,not arrested,N,N,N,57,MALE,BLACK,5.8,200,MED,BROWN,GRY,MANHATTAN,Y,20,2
4292,Based on Radio Run,15,Y,ASSAULT,Y,N,N,45,MALE,WHITE,5.5,180,MED,BROWN,BRO,BROOKLYN,Y,8,0
4294,Based on Self Initiated,20,N,not arrested,N,N,N,33,MALE,WHITE,6.2,190,MED,unknown,BLK,MANHATTAN,N,14,1
4295,Based on Radio Run,22,N,not arrested,Y,N,N,35,MALE,BLACK,5.9,180,MED,BROWN,OTHER,BROOKLYN,Y,9,0
4296,Based on Radio Run,3,Y,ROBBERY,Y,Y,N,16,MALE,BLACK,5.8,145,THN,BROWN,BLK,BRONX,Y,14,0
4297,Based on Radio Run,12,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,35,MALE,BLACK,5.1,160,THN,unknown,OTHER,MANHATTAN,Y,0,1
4298,Based on C/W on Scene,5,Y,ROBBERY,N,Y,N,20,MALE,BLACK,6.3,180,UNKNOWN,BROWN,BLK,BRONX,N,21,1
4299,Based on Radio Run,5,Y,PETIT LARCENY,N,Y,N,53,MALE,BLACK,5.11,165,THN,BROWN,BLK,MANHATTAN,N,10,3
4300,Based on Radio Run,5,N,not arrested,Y,N,Y,35,MALE,BLACK,5.7,160,MED,unknown,OTHER,QUEENS,Y,17,0
4301,Based on Radio Run,10,Y,ROBBERY,Y,Y,Y,23,FEMALE,WHITE,5.2,140,MED,OTHER,BRO,BROOKLYN,Y,2,9
4302,Based on Radio Run,5,N,not arrested,Y,N,Y,23,MALE,BLACK,5.6,150,THN,BLACK,OTHER,QUEENS,N,15,1
4303,Based on C/W on Scene,2,Y,ASSAULT,N,Y,N,29,FEMALE,BLACK,5.11,190,MED,BLACK,BLK,BRONX,Y,5,0
4304,Based on Radio Run,16,Y,BURGLARY,Y,Y,N,60,MALE,BLACK,5.9,150,THN,BROWN,BLK,BROOKLYN,Y,4,0
4305,Based on Radio Run,5,N,not arrested,Y,N,Y,28,MALE,BLACK,5.11,175,THN,BROWN,BRO,BROOKLYN,N,16,1
4306,Based on C/W on Scene,41,N,not arrested,N,N,N,31,MALE,BLACK,6.0,190,MED,BROWN,BLK,QUEENS,Y,4,0
4307,Based on Radio Run,8,N,not arrested,N,N,N,41,MALE,BLACK,5.11,200,MED,BROWN,BLK,BROOKLYN,Y,21,9
4308,Based on Radio Run,5,N,not arrested,Y,N,N,45,MALE,BLACK,6.0,200,MED,BROWN,BLK,STATEN ISLAND,N,17,1
4309,Based on Radio Run,8,N,not arrested,Y,N,N,26,MALE,BLACK,5.1,160,MED,BROWN,BLK,MANHATTAN,Y,19,1
4310,Based on Self Initiated,5,Y,BURGLARY,Y,Y,Y,42,MALE,WHITE,5.8,140,THN,BROWN,BLD,BROOKLYN,N,12,0
4311,Based on Radio Run,10,N,not arrested,Y,N,Y,28,MALE,BLACK,5.7,200,MED,BROWN,BLK,BROOKLYN,Y,2,1
4312,Based on C/W on Scene,7,N,not arrested,N,N,N,24,FEMALE,BLACK,5.11,180,MED,BROWN,BRO,MANHATTAN,N,1,1
4313,Based on Radio Run,10,Y,MAKING GRAFFITI,N,Y,N,43,MALE,WHITE,5.6,120,THN,BROWN,BRO,QUEENS,Y,0,4
4314,Based on C/W on Scene,15,N,not arrested,N,N,N,25,MALE,BLACK,5.8,250,HEA,BROWN,BLK,BRONX,Y,18,10
4315,Based on Radio Run,5,N,not arrested,Y,Y,N,30,MALE,WHITE,5.8,200,HEA,BROWN,BLK,BRONX,Y,9,5
4316,Based on Radio Run,10,Y,BURGLARY,Y,Y,Y,15,MALE,BLACK,6.2,150,THN,BROWN,BLK,BRONX,Y,0,1
4317,Based on Self Initiated,15,N,not arrested,Y,Y,Y,18,MALE,BLACK,6.0,150,MED,BROWN,BLK,BROOKLYN,Y,0,2
4318,Based on Radio Run,10,N,not arrested,Y,N,Y,22,MALE,BLACK,5.9,180,MED,BROWN,BLK,QUEENS,Y,21,2
4319,Based on Radio Run,15,N,not arrested,Y,Y,Y,38,MALE,WHITE,5.5,150,UNKNOWN,unknown,BLD,MANHATTAN,Y,1,0
4320,Based on C/W on Scene,19,Y,CRIMINAL MISCHIEF,N,Y,N,42,MALE,BLACK,6.1,220,MED,BROWN,BRO,MANHATTAN,Y,2,9
4321,Based on Radio Run,10,N,not arrested,Y,Y,Y,58,MALE,BLACK,5.11,230,HEA,BROWN,OTHER,QUEENS,Y,1,0
4322,Based on Radio Run,10,N,not arrested,N,N,N,29,MALE,BLACK,5.6,150,THN,unknown,OTHER,BRONX,Y,13,4
4323,Based on Radio Run,25,N,not arrested,N,N,N,16,MALE,BLACK,5.7,110,THN,BROWN,BRO,BROOKLYN,Y,23,4
4324,Based on C/W on Scene,2,Y,ROBBERY,N,Y,N,37,MALE,BLACK,5.1,170,MED,BLACK,BLK,MANHATTAN,Y,6,1
4325,Based on Radio Run,12,Y,BURGLARY,Y,Y,Y,30,MALE,BLACK,6.0,185,MED,BROWN,BLK,QUEENS,Y,23,1
4326,Based on C/W on Scene,3,N,not arrested,Y,Y,Y,49,MALE,WHITE,6.0,180,MED,BROWN,BLK,BRONX,Y,2,9
4327,Based on Radio Run,16,N,not arrested,N,Y,N,53,MALE,BLACK,5.9,150,MED,BLACK,BLD,BRONX,N,6,1
4328,Based on Radio Run,7,N,not arrested,N,N,N,47,FEMALE,WHITE,5.3,120,THN,BROWN,OTHER,MANHATTAN,Y,19,3
4329,Based on Radio Run,41,N,not arrested,Y,N,Y,20,MALE,BLACK,5.7,140,THN,BROWN,BLK,BRONX,Y,15,3
4330,Based on C/W on Scene,11,Y,ASSAULT,Y,N,Y,27,FEMALE,BLACK,5.8,160,THN,BROWN,BLK,BRONX,Y,17,0
4331,Based on Self Initiated,1,N,not arrested,Y,N,N,25,MALE,BLACK,6.0,180,THN,BROWN,BLK,BROOKLYN,Y,0,0
4332,Based on Radio Run,2,Y,CPW,Y,Y,N,20,MALE,WHITE,6.2,180,THN,BROWN,BLK,QUEENS,N,16,3
4333,Based on Radio Run,5,N,not arrested,Y,N,N,20,MALE,WHITE,5.9,170,THN,BROWN,BLK,MANHATTAN,Y,19,0
4334,Based on Radio Run,2,N,not arrested,Y,N,Y,26,MALE,BLACK,6.1,180,THN,BROWN,OTHER,BROOKLYN,Y,22,6
4335,Based on Radio Run,40,N,not arrested,Y,Y,N,28,MALE,BLACK,5.11,220,UNKNOWN,BROWN,BLK,BROOKLYN,Y,21,1
4336,Based on Radio Run,30,Y,OTHER,N,Y,N,68,MALE,BLACK,5.11,215,MED,BROWN,BLK,STATEN ISLAND,N,19,4
4337,Based on Radio Run,8,N,not arrested,Y,N,Y,16,MALE,OTHER,5.9,140,THN,BROWN,BLK,BROOKLYN,Y,18,0
4338,Based on Radio Run,5,Y,ASSAULT,N,N,N,25,MALE,BLACK,5.8,160,THN,BROWN,BLK,MANHATTAN,N,17,0
4339,Based on Radio Run,3,N,not arrested,N,N,N,41,MALE,BLACK,5.536666666666666,178,MED,unknown,BLD,MANHATTAN,N,14,7
4340,Based on Radio Run,9,N,not arrested,N,N,N,20,MALE,WHITE,5.5,120,THN,BLACK,BRO,BRONX,Y,22,1
4341,Based on Radio Run,5,N,not arrested,N,N,N,21,MALE,BLACK,5.8,140,THN,BROWN,BLK,STATEN ISLAND,Y,15,0
4342,Based on Radio Run,35,Y,ROBBERY,Y,Y,Y,17,MALE,BLACK,5.9,150,THN,BROWN,BLK,BRONX,Y,21,1
4343,Based on Radio Run,27,N,not arrested,N,N,N,18,FEMALE,BLACK,5.8,195,HEA,unknown,OTHER,MANHATTAN,Y,3,0
4344,Based on Radio Run,35,Y,CPW,Y,Y,Y,31,MALE,WHITE,6.3,260,MED,BROWN,BLK,QUEENS,Y,19,2
4345,Based on Radio Run,15,Y,ASSAULT,Y,Y,Y,14,MALE,BLACK,5.6,250,HEA,BROWN,BLK,MANHATTAN,N,22,1
4346,Based on Self Initiated,3,Y,OTHER,N,N,N,42,MALE,WHITE,5.6,150,THN,BROWN,BLK,MANHATTAN,Y,15,8
4347,Based on Radio Run,5,Y,ASSAULT,N,Y,N,35,FEMALE,WHITE,5.7,120,THN,BLACK,BLK,BRONX,Y,10,4
4348,Based on Radio Run,9,Y,MENACING,Y,Y,Y,34,MALE,BLACK,5.6,200,HEA,BROWN,BLD,QUEENS,Y,17,1
4349,Based on Self Initiated,8,N,not arrested,Y,N,N,24,MALE,WHITE,6.0,175,THN,BROWN,BLK,MANHATTAN,Y,17,1
4350,Based on C/W on Scene,3,N,not arrested,N,N,N,23,MALE,WHITE,5.9,170,THN,BROWN,BRO,BRONX,Y,18,1
4351,Based on Self Initiated,1,Y,CPW,Y,N,N,20,MALE,BLACK,5.11,160,THN,BROWN,BLK,BRONX,Y,22,1
4352,Based on Radio Run,22,N,not arrested,N,N,N,46,FEMALE,WHITE,5.2,140,THN,OTHER,OTHER,BROOKLYN,Y,11,1
4353,Based on Radio Run,8,N,not arrested,N,N,N,25,MALE,WHITE,5.6,155,MED,BROWN,BLK,QUEENS,Y,23,5
4354,Based on Radio Run,1,Y,CPW,Y,N,Y,22,MALE,WHITE,5.9,290,HEA,BROWN,BLK,MANHATTAN,Y,14,4
4355,Based on Radio Run,4,Y,ASSAULT,N,Y,N,26,MALE,OTHER,6.0,200,THN,BROWN,BLK,QUEENS,N,23,3
4356,Based on Self Initiated,1,N,not arrested,Y,N,N,18,MALE,BLACK,5.6,140,THN,BROWN,BLK,BRONX,Y,21,1
4357,Based on Self Initiated,2,N,not arrested,Y,N,N,32,MALE,BLACK,5.9,150,THN,BROWN,OTHER,BRONX,Y,1,2
4358,Based on Radio Run,1,Y,PETIT LARCENY,N,N,N,24,FEMALE,BLACK,5.8,120,THN,BROWN,OTHER,BRONX,Y,0,1
4359,Based on Radio Run,3,N,not arrested,Y,Y,Y,30,MALE,BLACK,6.0,220,HEA,BROWN,OTHER,BROOKLYN,N,1,1
4360,Based on Radio Run,13,Y,ASSAULT,Y,N,Y,49,MALE,WHITE,5.11,300,HEA,BROWN,OTHER,BRONX,Y,7,1
4361,Based on Radio Run,15,Y,PETIT LARCENY,N,Y,N,54,MALE,WHITE,5.3,130,THN,OTHER,GRY,BROOKLYN,Y,16,0
4362,Based on Radio Run,5,N,not arrested,N,N,N,16,MALE,BLACK,5.7,125,THN,BROWN,BLK,BROOKLYN,N,16,0
4363,Based on Radio Run,9,N,not arrested,N,N,N,24,MALE,WHITE,6.4,250,HEA,BROWN,BLK,QUEENS,Y,0,1
4364,Based on Self Initiated,15,Y,MURDER,Y,Y,Y,20,MALE,BLACK,5.8,190,MED,BROWN,BLK,BROOKLYN,Y,0,0
4365,Based on Radio Run,5,N,not arrested,N,N,N,54,MALE,BLACK,5.9,180,UNKNOWN,BLACK,BLD,QUEENS,N,11,0
4366,Based on Radio Run,1,N,not arrested,Y,N,Y,19,MALE,BLACK,6.2,155,THN,BROWN,BLK,BRONX,Y,17,0
4367,Based on Radio Run,19,Y,ROBBERY,Y,Y,N,21,MALE,OTHER,5.1,200,MED,BROWN,BLK,BROOKLYN,N,3,0
4368,Based on C/W on Scene,10,N,not arrested,N,N,N,16,MALE,BLACK,5.7,175,THN,BROWN,BRO,BRONX,Y,8,0
4369,Based on Self Initiated,10,Y,BURGLARY,N,Y,N,48,FEMALE,WHITE,5.4,125,THN,BROWN,BLK,QUEENS,N,19,2
4370,Based on C/W on Scene,10,Y,ROBBERY,N,Y,N,21,MALE,BLACK,5.5,180,THN,BROWN,BLK,MANHATTAN,Y,15,4
4371,Based on Self Initiated,10,N,not arrested,N,N,N,40,MALE,BLACK,5.11,180,MED,BROWN,BLK,MANHATTAN,Y,0,8
4372,Based on Radio Run,13,Y,UNAUTHORIZED USE OF A VEHICLE,Y,Y,N,37,MALE,WHITE,5.9,185,MED,OTHER,BLK,BROOKLYN,N,11,0
4373,Based on Radio Run,3,Y,BURGLARY,Y,Y,Y,53,MALE,WHITE,5.8,150,THN,BROWN,BLK,BRONX,Y,15,2
4374,Based on Radio Run,20,Y,ROBBERY,N,N,N,21,MALE,WHITE,5.8,160,MED,unknown,OTHER,MANHATTAN,Y,1,1
4375,Based on Radio Run,5,N,not arrested,Y,Y,Y,18,MALE,BLACK,6.1,230,HEA,BROWN,BLK,BROOKLYN,Y,16,5
4376,Based on C/W on Scene,15,N,not arrested,Y,Y,Y,35,MALE,BLACK,5.9,180,THN,BROWN,BLK,BROOKLYN,Y,23,5
4377,Based on Radio Run,8,N,not arrested,N,N,N,24,MALE,WHITE,6.0,180,MED,BROWN,BLK,BRONX,Y,14,3
4378,Based on Self Initiated,10,Y,GRAND LARCENY,N,Y,N,17,MALE,BLACK,5.6,160,MED,BROWN,BLK,MANHATTAN,Y,16,8
4379,Based on Radio Run,1,Y,OTHER,Y,Y,Y,41,MALE,WHITE,5.5,180,THN,BROWN,BLK,BROOKLYN,Y,11,0
4380,Based on Radio Run,3,Y,PETIT LARCENY,N,Y,N,62,MALE,BLACK,5.11,230,HEA,BROWN,GRY,MANHATTAN,N,17,3
4381,Based on Radio Run,6,Y,ASSAULT,N,Y,N,22,MALE,WHITE,5.8,200,HEA,BLACK,BLK,BROOKLYN,Y,1,6
4382,Based on Radio Run,3,N,not arrested,N,N,N,41,MALE,WHITE,5.1,210,MED,BROWN,BLK,STATEN ISLAND,Y,17,2
4383,Based on Radio Run,10,N,not arrested,N,N,N,41,MALE,BLACK,6.0,180,UNKNOWN,BROWN,BLD,BROOKLYN,N,21,1
4384,Based on Radio Run,10,N,not arrested,N,N,N,45,MALE,BLACK,5.1,200,UNKNOWN,BROWN,BLK,QUEENS,Y,13,0
4385,Based on Radio Run,5,Y,ROBBERY,Y,Y,Y,15,FEMALE,WHITE,5.5,110,THN,BROWN,BLK,MANHATTAN,Y,22,8
4386,Based on Radio Run,5,N,not arrested,Y,Y,Y,19,MALE,BLACK,5.8,150,THN,BROWN,BLK,BRONX,Y,22,0
4387,Based on Self Initiated,10,N,not arrested,N,Y,N,30,FEMALE,WHITE,5.5,130,THN,BROWN,BRO,BROOKLYN,N,2,1
4388,Based on C/W on Scene,1,N,not arrested,N,N,N,22,MALE,BLACK,5.11,212,UNKNOWN,BROWN,BLK,BRONX,Y,17,1
4389,Based on Self Initiated,4,N,not arrested,N,N,N,40,MALE,WHITE,5.8,205,MED,BROWN,OTHER,MANHATTAN,Y,6,1
4390,Based on Radio Run,6,Y,PETIT LARCENY,Y,Y,N,50,MALE,BLACK,5.8,170,MED,BROWN,BLK,BROOKLYN,Y,10,1
4391,Based on Radio Run,5,Y,GRAND LARCENY,Y,Y,N,23,MALE,BLACK,5.4,165,THN,BLACK,BLK,MANHATTAN,N,17,2
4392,Based on Self Initiated,2,N,not arrested,Y,N,Y,23,MALE,BLACK,5.11,150,THN,BROWN,OTHER,BRONX,N,18,0
4393,Based on Self Initiated,2,N,not arrested,Y,N,N,40,MALE,BLACK,5.1,190,MED,BROWN,OTHER,MANHATTAN,Y,3,1
4394,Based on Radio Run,34,Y,ROBBERY,N,Y,N,31,MALE,BLACK,5.9,220,MED,BROWN,BLK,BROOKLYN,Y,22,0
4395,Based on Radio Run,30,N,not arrested,Y,N,N,17,MALE,WHITE,5.5,132,THN,unknown,BLK,BRONX,Y,1,0
4396,Based on Radio Run,5,N,not arrested,Y,N,Y,34,FEMALE,WHITE,5.7,140,MED,BROWN,BLK,MANHATTAN,Y,16,8
4397,Based on Radio Run,2,N,not arrested,N,Y,N,36,MALE,WHITE,5.6,200,MED,BROWN,BLK,MANHATTAN,Y,13,1
