STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
3900,2020-04-24,18:57:00,2020,April,Friday,Based on Self Initiated,APP,POM,7,SGT,7,O,P,PSB,1,BURGLARY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,CALM,52,MALE,WHITE HISPANIC,5.7,200,MED,BRO,GRY,(null),7,C,(null),LUDLOW ST && STANTON ST,LUDLOW ST,987640,202042,10002,PBMS,MANHATTAN
1487,2020-02-15,23:40:00,2020,February,Saturday,Based on Self Initiated,APP,POM,75,LT,75,O,(null),(null),1,CPW,1,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,,19,MALE,BLACK,5.7,170,MED,BLK,BRO,(null),75,D,(null),859 HENDRIX ST,HENDRIX ST,1016391,179852,11207,PBBN,BROOKLYN
4270,2020-05-02,02:40:00,2020,May,Saturday,Based on Radio Run,APP,POM,48,SGT,48,(null),(null),(null),0,CRIMINAL TRESPASS,5,Y,(null),N,N,(null),N,(null),N,(null),(null),V,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),CM,NERVOUS MOVING AROUND, ,MALE,WHITE HISPANIC,5.6,130,THN,(null),BLK,LONG BLACK HAIR,48,B,(null),2230 ADAMS PL,ADAMS PL,1014947,249890,10457,PBBX,BRONX
6723,2020-09-01,22:16:00,2020,September,Tuesday,Based on Radio Run,APP,LT,111,CPT,111,O,(null),(null),1,PETIT LARCENY,7,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,"CALM, COOPERATIVE",57,MALE,BLACK,5.9,165,MED,BRO,BLD,WHT SLEEVELESS UNDERSHIRT BLU,111,D,(null),202-15 NORTHERN BLVD,NORTHERN BLVD,1044997,215451,11361,PBQN,QUEENS
6440,2020-08-13,14:07:00,2020,August,Thursday,Based on C/W on Scene,APP,POF,24,SGT,24,I,P,PSB,0,PETIT LARCENY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,SURPRISED,50,FEMALE,WHITE,5.5,120,THN,(null),GRY,(null),24,A,(null),2683 BROADWAY,BROADWAY,992801,230293,10025,PBMN,MANHATTAN
3853,2020-04-24,01:39:00,2020,April,Friday,Based on Radio Run,APP,POM,114,SGT,114,O,P,PSB,1,GRAND LARCENY AUTO,32,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,29,MALE,WHITE HISPANIC,5.5,150,THN,BLK,BLK,MALE WEARING A BLACK JACKET W,114,D,(null),11-41 WELLING CT,WELLING CT,1002881,220376,11102,PBQN,QUEENS
4873,2020-05-23,01:00:00,2020,May,Saturday,Based on Self Initiated,APP,POM,6,SGT,6,O,P,PSB,1,BURGLARY,1,Y,(null),N,Y,BURGLARY,N,(null),N,(null),S,V,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),Y,(null),(null),SA,NERVOUS,34,MALE,WHITE HISPANIC,5.11,170,MED,BRO,BRO,DARK BLUE SWEATSHIRT BLUE PAN,1,D,(null),W HOUSTON ST && MAC DOUGAL ST,W HOUSTON ST,983654,204519,10012,PBMS,MANHATTAN
9256,2020-12-06,17:29:00,2020,December,Sunday,Based on Radio Run,APP,POM,77,SGT,77,(null),P,PSB,0,OTHER,2,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),CM,CALM, ,MALE,WHITE HISPANIC,5.8,250,HEA,ZZZ,BLK,(null),77,D,(null),BUFFALO AVE && EASTERN PKWY,BUFFALO AVE,1004888,182840,11213,PBBN,BROOKLYN
8389,2020-11-14,19:16:00,2020,November,Saturday,Based on C/W on Scene,APP,POM,40,SGT,40,O,H,Housin,0,PETIT LARCENY,6,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),PF,IRATE,25,MALE,BLACK,5.1,150,THN,BRO,XXX,BLACK AND SILVER JACKET,40,D,(null),671 WESTCHESTER AVE,WESTCHESTER AVE,1009910,237070,10455,PBBX,BRONX
7133,2020-09-01,20:56:00,2020,September,Tuesday,Based on Radio Run,APP,POF,84,SGT,84,(null),(null),(null),1,CRIMINAL TRESPASS,20,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),SA,CALM,55,MALE,WHITE,5.1,220,HEA,BRO,BLK,RED T-SHIRT BLUE JEANS AND BL,84,D,(null),335 WARREN ST,WARREN ST,986908,188966,11201,PBBN,BROOKLYN
8419,2020-11-10,23:06:00,2020,November,Tuesday,Based on Radio Run,APP,POM,52,SGT,52,(null),(null),(null),1,ROBBERY,8,Y,(null),Y,Y,ROBBERY,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,,19,MALE,BLACK HISPANIC,5.1,140,MED,BRO,BLK,(null),52,D,(null),BAINBRIDGE AVE && E 212 ST,BAINBRIDGE AVE,1018060,261168,10467,PBBX,BRONX
9430,2020-12-27,02:30:00,2020,December,Sunday,Based on Self Initiated,APP,POM,807,LSA,807,O,P,PSB,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(,(null),Y,Y,(null),(null),(null),CM,APOLOGETIC,14,MALE,BLACK,6,230,HEA,BRO,BLK,(null),40,D,(null),766 E 156 ST,E 156 ST,1010366,237288,10455,PBBX,BRONX
9335,2020-12-27,13:15:00,2020,December,Sunday,Based on Radio Run,APP,POF,90,SGT,90,O,T,Transi,1,CPW,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(,(null),Y,(null),(null),(null),(null),SA,,29,MALE,WHITE,5.7,150,THN,BLU,BLN,,90,C,(null),METROPOLITAN AVE && UNION AVE,METROPOLITAN AVE,997661,199434,11211,PBBN,BROOKLYN
4988,2020-05-22,22:39:00,2020,May,Friday,Based on Radio Run,APP,POM,61,LT,61,I,P,PSB,1,ASSAULT,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),SA,COOPERATIVE,25,MALE,WHITE,5.9,170,THN,BRO,BRO,GREY SWEATER GREY SWEATS AND,61,B,(null),1075 SHEEPSHEAD BAY RD,SHEEPSHEAD BAY RD,995772,155593,11229,PBBS,BROOKLYN
2855,2020-03-18,21:07:00,2020,March,Wednesday,Based on Radio Run,APP,POM,42,SGT,42,O,T,Transi,0,CPW,1,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,OUT OF BREATH, ,MALE,BLACK, , ,(null),(null),(nu,(null),42,A,(null),FULTON AVE && CLAREMONT PKWY,FULTON AVE,1011930,244473,10457,PBBX,BRONX
4712,2020-05-19,23:00:00,2020,May,Tuesday,Based on Radio Run,APP,POM,104,SGT,104,O,(null),(null),1,PETIT LARCENY,8,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM/COMPLIANT,52,MALE,BLACK,5.5,160,THN,BRO,XXX,BLUE HAT DUFFLE BAG,104,D,(null),80 ST && 68 RD,80 ST,1020115,198186,11379,PBQN,QUEENS
294,2020-01-13,02:05:00,2020,January,Monday,Based on Self Initiated,APP,POM,41,SGT,41,O,(null),(null),1,CPW,5,Y,(null),Y,Y,CPW,N,(null),N,(null),S,V,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(,(null),(null),Y,(null),(null),Y,SA,INTOX,31,MALE,BLACK,5.4,150,THN,BRO,BLK,(null),41,C,OPPOSI,870 PROSPECT AVE,PROSPECT AVE,1011598,238121,10459,PBBX,BRONX
9446,2020-12-18,00:15:00,2020,December,Friday,Based on Self Initiated,APP,POM,76,SGT,76,(null),(null),(null),10,UNAUTHORIZED USE OF A VEHICLE,15,Y,(null),N,Y,UNAUTHORIZED USE OF A VEHICLE,N,(null),Y,(null),(null),(null),Y,Y,N,(,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),SA,,32,MALE,WHITE,5.1,180,MED,BLU,BRO,(null),76,C,(null),RICHARDS ST && DELAVAN ST,RICHARDS ST,982118,186839,11231,PBBS,BROOKLYN
6145,2020-07-28,04:14:00,2020,July,Tuesday,Based on C/W on Scene,APP,POM,46,SGT,52,O,P,PSB,1,BURGLARY,20,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),CM,AGITATED AND NON CORPREATIVE, ,FEMALE,WHITE,5.3,120,THN,ZZZ,BLK,(null),52,A,(null),3 W FORDHAM RD,W FORDHAM RD,1011548,253686,10468,PBBX,BRONX
8671,2020-11-26,13:38:00,2020,November,Thursday,Based on Radio Run,APP,POM,109,SGT,109,O,P,PSB,0,CPW,14,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,UPSET,22,MALE,WHITE,5.9,170,THN,BLU,BRO,(null),109,C,(null),11 AVE && 141 ST,11 AVE,1031576,226616,11357,PBQN,QUEENS
793,2020-01-29,03:33:00,2020,January,Wednesday,Based on Radio Run,APP,POF,76,SGT,76,(null),P,PSB,1,ROBBERY,7,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,38,MALE,BLACK,6,190,MED,BRO,XXX,(null),76,B,(null),NEVINS ST && WARREN ST,NEVINS ST,988466,188079,11217,PBBS,BROOKLYN
6209,2020-07-29,18:54:00,2020,July,Wednesday,Based on Radio Run,APP,POM,23,SGT,23,I,(null),(null),1,PETIT LARCENY,25,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,"DESPERATE, CRYING",45,FEMALE,WHITE,5.4,120,THN,BRO,BLK,(null),23,C,(null),1490 MADISON AVE,MADISON AVE,997715,227577,10029,PBMN,MANHATTAN
3117,2020-01-30,23:28:00,2020,January,Thursday,Based on Radio Run,APP,SGT,79,LT,79,O,(null),(null),1,CPW,1,Y,(null),N,Y,CPW,N,(null),N,(null),S,V,Y,Y,N,N,Y,Y,(null),(null),Y,(null),Y,(null),(null),Y,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,PF,NERVOUSLY,15,MALE,BLACK,6,160,THN,BRO,BLK,(null),79,C,(null),MYRTLE AVE && NOSTRAND AVE,MYRTLE AVE,997425,192489,11205,PBBN,BROOKLYN
2495,2020-03-14,17:40:00,2020,March,Saturday,Based on Radio Run,APP,POM,122,SGT,122,I,P,PSB,1,ROBBERY,3,Y,(null),Y,Y,ROBBERY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(,(null),(null),(null),Y,(null),(null),SA,CALM,27,MALE,WHITE,5.1,180,MED,BRO,BLK,NONE,122,B,(null),21 8 ST,8 ST,951972,148089,10306,PBSI,STATEN ISLAND
9131,2020-12-09,17:15:00,2020,December,Wednesday,Based on Radio Run,APP,POM,60,LT,60,O,P,PSB,3,ASSAULT,20,Y,(null),Y,Y,ASSAULT,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,COMPLIANT,14,MALE,WHITE HISPANIC,5.5,140,HEA,BRO,ORG,GREY HOODED JACKET,60,D,(null),2942 W 31 ST,W 31 ST,984831,148502,11224,PBBS,BROOKLYN
1688,2020-02-21,21:15:00,2020,February,Friday,Based on Radio Run,APP,POM,48,SGT,48,(null),P,PSB,1,CPW,3,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,NORMAL,27,MALE,BLACK,5.1,110,THN,ZZZ,BLK,(null),48,C,(null),E 178 ST && WEBSTER AVE,E 178 ST,1011889,248683,10457,PBBX,BRONX
8122,2020-10-22,11:36:00,2020,October,Thursday,Based on C/W on Scene,APP,POM,77,LT,77,(null),P,PSB,0,PETIT LARCENY,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,,31,MALE,BLACK,5.7,120,THN,BRO,BLK,(null),77,B,(null),633 NOSTRAND AVE,NOSTRAND AVE,998164,185337,11216,PBBN,BROOKLYN
4524,2020-05-12,18:07:00,2020,May,Tuesday,Based on Radio Run,APP,POM,109,SGT,109,O,P,PSB,2,CPW,5,Y,(null),N,N,(null),N,(null),N,(null),S,V,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),CM,SURPRISED AND CALM,31,MALE,BLACK,5.8,160,THN,BRO,BLK,BLUE/WHT/GREEN SPORTS JACKET,109,B,(null),136-53 ROOSEVELT AVE,ROOSEVELT AVE,1031828,216268,11354,PBQN,QUEENS
1951,2020-02-29,17:07:00,2020,February,Saturday,Based on Radio Run,APP,POM,20,SGT,20,I,H,Housin,0,OTHER,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,"CALM, COMPLIANT",16,MALE,WHITE,5.5,155,THN,BRO,BRO,(null),20,A,(null),70 AMSTERDAM AVE,AMSTERDAM AVE,988052,220835,10023,PBMN,MANHATTAN
3794,2020-04-22,12:58:00,2020,April,Wednesday,Based on Radio Run,APP,POM,17,LT,17,(null),P,PSB,1,PETIT LARCENY,10,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),ID,CALM,58,MALE,BLACK,5.6,160,MED,BRO,BLK,,17,C,(null),E 52 ST && 2 AVE,E 52 ST,993225,214758,10022,PBMS,MANHATTAN
7296,2020-09-27,00:00:00,2020,September,Sunday,Based on Radio Run,APP,POM,44,SGT,44,O,P,PSB,1,ASSAULT,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ANNOYED,40,MALE,BLACK,5.6, ,THN,ZZZ,BLK,(null),44,C,(null),EAST 162 STREET && PARK AVENUE,EAST 162 STREET,1006434,244343,(null),PBBX,BRONX
6151,2020-07-28,00:23:00,2020,July,Tuesday,Based on Radio Run,APP,POM,861,LT,861,O,T,Transi,1,MENACING,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),WE,CALM, ,MALE,WHITE,6,190,THN,ZZZ,RED,LEFT SIDE CHEST TATTOO,1,C,(null),CANAL ST && BROADWAY,CANAL ST,983502,201583,10013,PBMS,MANHATTAN
5343,2020-06-02,01:14:00,2020,June,Tuesday,Based on Self Initiated,APP,POM,139,SGT,139,O,P,PSB,1,BURGLARY,6,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,COOPERATIVE,24,MALE,BLACK,5.1,185,U,BRO,BLK,(null),1,D,(null),423 W BROADWAY,W BROADWAY,983897,203449,10012,PBMS,MANHATTAN
7021,2020-09-15,19:00:00,2020,September,Tuesday,Based on Radio Run,APP,POM,104,SGT,104,O,(null),(null),1,GRAND LARCENY AUTO,7,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ANNOYED,15,MALE,BLACK HISPANIC,5.8,190,MED,BRO,BLK,BLACK SHIRT RED PANTS,104,A,(null),73-13 COOPER AVE,COOPER AVE,1018412,195906,11385,PBQN,QUEENS
7722,2020-10-17,10:26:00,2020,October,Saturday,Based on Radio Run,APP,POM,19,SGT,19,(null),P,PSB,2,PETIT LARCENY,10,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,FEIGNED CONFUSION,47,FEMALE,BLACK,5.7,140,THN,BRO,XXX,DISTINCTIVE HEAD SCARF,23,B,(null),E 96 ST && LEXINGTON AVE,E 96 ST,997839,225593,10128,PBMN,MANHATTAN
1962,2020-02-29,15:55:00,2020,February,Saturday,Based on Radio Run,APP,POM,110,LT,110,O,(null),(null),1,ROBBERY,2,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CONFUSED,43,MALE,WHITE HISPANIC,5.2,165,THN,BRO,BRO,(null),110,C,(null),103-13 41 AVE,41 AVE,1022361,212231,11368,PBQN,QUEENS
2839,2020-03-21,18:25:00,2020,March,Saturday,Based on Radio Run,APP,POF,20,SGT,20,I,P,PSB,0,GRAND LARCENY,2,Y,(null),N,Y,GRAND LARCENY,N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,"CALM, OUT OF BREATH",25,MALE,BLACK,5.8,150,THN,BRO,BLK,(null),20,B,(null),W 72 ST && CENTRAL PARK W,W 72 ST,990910,222076,10023,PBMN,MANHATTAN
1821,2020-02-21,21:06:00,2020,February,Friday,Based on Radio Run,APP,POM,46,SSA,46,I,P,PSB,1,CPW,9,Y,(null),Y,N,(null),N,(null),N,(null),S,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,CALM,19,MALE,BLACK,5.1,155,THN,BRO,BLK,(null),46,C,(null),2065 MORRIS AVE,MORRIS AVE,1010444,250294,10453,PBBX,BRONX
1189,2020-02-04,22:36:00,2020,February,Tuesday,Based on Radio Run,APP,POM,24,LT,24,O,P,PSB,1,ROBBERY,3,Y,(null),N,Y,ROBBERY,N,(null),N,(null),S,V,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),SA,CALM,36,MALE,BLACK,5.8,190,MED,BLK,BLK,(null),24,A,(null),W END AVE && W 95 ST,W END AVE,991532,228765,10025,PBMN,MANHATTAN
4547,2020-05-13,21:33:00,2020,May,Wednesday,Based on Radio Run,APP,POF,6,LT,6,(null),(null),(null),2,ASSAULT,6,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,COOPERATIVE,16,MALE,BLACK,6.1,160,THN,BRO,BLK,DARK JACKET BLUE JEANS,6,C,(null),HUDSON ST && CHRISTOPHER ST,HUDSON ST,982474,206348,10014,PBMS,MANHATTAN
6990,2020-08-25,11:19:00,2020,August,Tuesday,Based on C/W on Scene,APP,POF,20,SGT,20,O,P,PSB,0,BURGLARY,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,Y,Y,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),Y,(null),(null),(null),(null),CM,,40,MALE,BLACK,5.5,160,MED,BRO,BLD,(null),20,B,(null),2069 BROADWAY,BROADWAY,989156,222891,10023,PBMN,MANHATTAN
