Pair	Hypothesis	P-value
STOP_LOCATION_FULL_ADDRESS-2805 WEBB AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2809 SNYDER AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-281 E 153 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-281 MACON ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-281 W FORDHAM RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2810 BROADWAY	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2819 CHURCH AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-282 E 32 ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_FULL_ADDRESS-282 FLATBUSH AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2827 SEDGWICK AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-283 ST NICHOLAS AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2830 GRAND CONC	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2831 EXTERIOR ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-2832 W 23 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-284 7 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-284 MC CLEAN AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2840 BROADWAY	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2840 OCEAN PKWY	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-285 E 156 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-285 GRAND ST	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_LOCATION_FULL_ADDRESS-285 NOSTRAND AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-285 PRESIDENT ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2850 FREDERICK DOUGLASS BLVD	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_LOCATION_FULL_ADDRESS-2861 EXTERIOR ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-2865 UNIVERSITY AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2872 BRIGHTON 4 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-29 STREET && 30 AVENUE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-29-15 QUEENS PLZ N	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_LOCATION_FULL_ADDRESS-29-17 FALCON AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-29-39 BELL BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-290 E 201 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-290 E 4 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2900 OCEAN AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2904 ATLANTIC AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-2909 TILDEN AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-291 UTICA AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-292 RALPH AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2923 FREDERICK DOUGLASS BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2931 GERSON CT	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2937 DEWITT PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2937 FREDERICK DOUGLASS BLVD	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-2940 GRAND CONC	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2940 W 31 ST	Fail to Reject Null Hypothesis	0.09033402422689088
STOP_LOCATION_FULL_ADDRESS-2942 W 31 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2945 W 23 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-2946 W 23 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2946 W 24 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2949 W 28 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-295 RUTLAND RD	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-2950 W 24 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2951 W 8 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2953 AVENUE W	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-2955 FREDERICK DOUGLASS BLVD	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-296 12 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-296 CANAL ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2960 W 24 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2964 AVENUE X	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-2966 AVENUE U	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2970 CROPSEY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2975 AVENUE W	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-298 DELANCEY ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-298 TROY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-298 W 149 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2980 RICHMOND TER	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2980 VALENTINE AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-2985 OCEAN PKWY	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2991 FREDERICK DOUGLASS BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-2995 BOTANICAL SQ	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && 44 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 AVE && 45 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-3 AVE && 46 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && 60 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && BERGEN ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && BOSTON RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 103 ST	Fail to Reject Null Hypothesis	0.008587675906910957
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 107 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 117 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 12 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 124 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 125 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 138 ST	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 149 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 167 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 170 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 179 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 29 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 31 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 46 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 62 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 68 ST	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 71 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 AVE && E 77 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && LORILLARD PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVE && PACIFIC ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 AVENUE && EAST 161 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 AVENUE && EAST 165 STREET	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-3 SOUTH ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-3 ST && 7 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3 ST JOHNS RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 SUTTON ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3 W FORDHAM RD	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-3-20 27 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-30 AVE && 89 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-30 AVENUE D	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-30 CENTRE MALL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-30 E 40 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-30 GLENMORE AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-30 RD && 21 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-30 RD && 44 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-30 W 181 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-30 W 69 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-30-02 14 ST	Fail to Reject Null Hypothesis	0.004048927043685364
STOP_LOCATION_FULL_ADDRESS-30-02 94 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-30-40 32 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-30-56 WHITESTONE EXPY	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-30-76 45 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-300 ASHLAND PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-300 BAINBRIDGE ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-300 BEACH 88 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-300 BUSHWICK AVE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-300 DUMONT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-300 E 158 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-300 E 62 ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_FULL_ADDRESS-300 NEW LOTS AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-300 VERNON AVE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-300 W 122 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-300 W 135 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-300 W 44 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-300 WILLOUGHBY AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3000 CHURCH AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-301 CATHEDRAL PKWY	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-301 E 115 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-301 E 156 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-301 E 83 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-301 E 99 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-301 KEAP ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-302 E 2 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-3021 CORLEAR AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3024 AVENUE V	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-3028 NOSTRAND AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-303 CROWN ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-303 MERCER ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-303 VERNON AVE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-3032 WILSON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-304 E 156 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-304 LEXINGTON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-304 W 112 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-304 W 34 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3044 AVENUE V	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-305 E 135 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3050 WEBSTER AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3051 VALENTINE AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-306 BEACH 56 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-306 LENOX AVE	Reject Null Hypothesis	2.785306294641872e-07
STOP_LOCATION_FULL_ADDRESS-306 W 38 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3061 AVENUE X	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-307 ALBANY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-307 FLATBUSH AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-307 W 125 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-307 W 26 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3072 WHITE PLAINS RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-308 BEACH 48 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-308 E 188 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-308 E 209 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-308 E FORDHAM RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-308 FRONT ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-308 NEW LOTS AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-308 QUINCY ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3080 PARK AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-309 E 6 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-309 WILSON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-31 AVE && 43 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-31 AVE && 48 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-31 GOODWIN PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-31 RD && FARRINGTON ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-31 STREET && ASTORIA BOULEVARD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-31 W 52 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-31-12 45 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-31-15 23 RD	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-31-38 90 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-31-44 34 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-31-49 49 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-31-50 51 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-31-78 41 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-31-81 44 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-310 94 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-310 E 113 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-310 E 115 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-310 E 29 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3105 CLARENDON RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-311 E 188 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-311 W 231 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-311 W 47 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-312 CUMBERLAND ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-312 E 110 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-312 OSBORN ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-312 RALPH AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-312 W 37 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3123 CROPSEY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3124 VILLA AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3125 PARK AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-313 UNION ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3131 BUHRE AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3137 BAILEY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-314 E 106 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-316 BEACH 65 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-316 E 126 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-318 E 116 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-318 E 93 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-318 W 47 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-31A KINGSLAND AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-32 AVE && 68 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-32 E 132 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-32 HERBERT ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-32-01 69 ST	Reject Null Hypothesis	6.19563005762175e-11
STOP_LOCATION_FULL_ADDRESS-32-08 PLUNKETT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-32-11 PRINCE STREET	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-32-16 37 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-32-26 98 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-32-51 84 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-32-54 84 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-32-79 32 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-320 BEACH 48 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-320 E 204 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-320 E 42 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-320 E 57 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-3200 BROADWAY	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3206 AMPERE AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-321 E 153 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-321 MARLBOROUGH RD	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-321 STATE ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-321 W 21 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-322 BAINBRIDGE ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-322 CHURCH AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-322 CLINTON ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-322 E 115 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-322 E 149 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3220 CRUGER AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-3225 RESERVOIR OVAL E	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-323 E 93 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-3230 CRUGER AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-324 E 93 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-325 5 AVE	Fail to Reject Null Hypothesis	0.033944602375025154
STOP_LOCATION_FULL_ADDRESS-325 E 176 ST	Fail to Reject Null Hypothesis	0.7660254633840331
