Pair	Hypothesis	P-value
STOP_LOCATION_FULL_ADDRESS-101 COOPER ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-101 COURT ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-101 W 69 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-101-01 34 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-101-04 QUEENS BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-101-19 QUEENS BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-101-61 125 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-1010 E 178 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1011 CARROLL PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1011 WASHINGTON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1012 NOSTRAND AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1015 ANDERSON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1015 BOYNTON AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1015 E 179 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-1018 WILLOUGHBY AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-102 AVE && REMINGTON ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-102 ST && 37 AVE	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_FULL_ADDRESS-102 ST && 65 RD	Fail to Reject Null Hypothesis	0.008587675906910957
STOP_LOCATION_FULL_ADDRESS-102 ST && LARUE AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-102-00 SHORE FRONT PKWY	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-102-03 CORONA AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-102-12 89 ST	Fail to Reject Null Hypothesis	0.35108021148403035
STOP_LOCATION_FULL_ADDRESS-102-12 92 AVE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-102-14 ROOSEVELT AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-102-15 29 AVE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-1020 SOUNDVIEW AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1020 SUMMIT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1021 BOSTON RD	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-1022 PACIFIC ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1028 BELMONT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1028 BUSHWICK AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-1028 NOSTRAND AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1029 SUMMIT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-103 AVENUE A	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-103 ST && 35 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-103 ST && 39 AVE	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_FULL_ADDRESS-103-02 CORONA AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-103-13 41 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1030 REV JAMES A POLITE AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1030 SOUTHERN BLVD	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-1034 LAFAYETTE AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1035 RUTLAND RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1037 E 4 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-104 CARLTON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-104 GROVE ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-104 KINGSLAND AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-104 MARTIN LUTHER KING JR PL	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-104 ST && 44 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-104 ST && DAVENPORT CT	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-104 ST && ROOSEVELT AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-104 STREET && 42 AVENUE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-104 W 96 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-104 WASHINGTON AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-104 WYCKOFF AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-104-17 41 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-104-20 QUEENS BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1040 SOUNDVIEW AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10406 GLENWOOD RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1041 FINDLAY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1042 POST AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1043 BELMONT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1045 UNION ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-1046 FLATBUSH AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1049 GRAND ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-105 5 AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-105 CARLTON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-105 MORTON ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-105 ST && 35 AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-105 WILLIS AVE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-105-09 37 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-105-15 177 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-105-17 134 ST	Reject Null Hypothesis	6.19563005762175e-11
STOP_LOCATION_FULL_ADDRESS-105-63 AVENUE K	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1052 ANDERSON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1055 UNIVERSITY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1056 WOODYCREST AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1059 MORRIS PARK AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-106 BEACH 59 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-106 PIONEER ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-106 STREET && 1STAVENUE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-106 STREET && ROCKAWAY BOULEVARD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-106 W 116 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-106-06 160 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-106-15 71 AVE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-1063 FULTON ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1066 3 AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-1067 RUTLAND RD	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-1068 NOSTRAND AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-107 AVENUE I	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-107 E 126 ST	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_LOCATION_FULL_ADDRESS-107 E KINGSBRIDGE RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-107 PINE ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-107 STREET && 37 AVENUE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-107-06 164 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-107-10 107 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-107-20 ATLANTIC AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-107-33 78 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-107-35 GUY R BREWER BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-107-42 111 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-107-50 QUEENS BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1070 62 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-10702 FARRAGUT RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10712 FARRAGUT RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10722 FARRAGUT RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1074 MADISON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1075 SHEEPSHEAD BAY RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1078 BUSHWICK AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-108 AVENUE && MERRICK BOULEVARD	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_LOCATION_FULL_ADDRESS-108 E 117 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-108 E 128 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-108 E 86 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-108 FIELD PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-108 ST && 35 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-108 ST && 47 AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-108 ST && 62 RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-108 ST && 63 DR	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-108 ST && OTIS AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-108 ST && PENROD ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-108 ST && VAN DOREN ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-108-03 ATLANTIC AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-108-11 QUEENS BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-108-15 64 RD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-108-42 66 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1085 WASHINGTON AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-1086 REV JAMES A POLITE AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1087 FLUSHING AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-109 AVE && 192 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-109 AVENUE I	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_LOCATION_FULL_ADDRESS-109 BRUCKNER BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-109 WASHINGTON ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-109 WILLOUGHBY ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-109-13 CENTREVILLE ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-109-15 CENTREVILLE ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-109-15 MERRICK BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-109-45 157 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1090 FULTON ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1091 WILLMOHR ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1092 CLOSE AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1099 E 56 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-11 AVE && 141 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-11 AVE && W 37 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-11 RILEY PL	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-11 SPRING ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-11 TIMES SQ	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-11-41 WELLING CT	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-110 W 9 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-110-00 ROCKAWAY BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-110-09 101 AVE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-110-14 194 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-110-21 207 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-110-35 HORACE HARDING EXPY	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-110-88 QUEENS BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1100 FOREST AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1100 W FARMS RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1101 CLARKSON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1103 BROADWAY	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-111 AVE && 114 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-111 AVE && 158 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-111 AVE && MERRICK BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-111 BRIDGE ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-111 CENTRAL PARK N	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-111 E 128 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-111 E 31 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-111 ST && 39 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-111 ST && 41 AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-111 ST && 95 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-111 ST && CORONA AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-111 ST && ROCKAWAY BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-111 WADSWORTH AVE	Fail to Reject Null Hypothesis	0.5519676247517982
STOP_LOCATION_FULL_ADDRESS-111-03 141 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1111 PUGSLEY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1112 GRANT AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1112 METCALF AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-1115 PENNSYLVANIA AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1116 JEFFERSON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1118 SOUTHERN BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-112 FLEET PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-112 RD && 196 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-112 RD && 227 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-112 ST && 39 AVE	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_LOCATION_FULL_ADDRESS-112 W 25 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-112 W 34 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-112-26 ROOSEVELT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-112-50 78 AVE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-1121 80 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1121 BERGEN ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1121 E 225 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1122 EASTERN PKWY	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1122 FRANKLIN AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1122 WESTCHESTER AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1129 E 177 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-113 E 117 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-113 ST && ROCKAWAY BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1130 JEFFERSON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1130 UNION AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1131 BROADWAY	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1132 E 225 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1133 MORRISON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1139 LONGFELLOW AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-114 E 116 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-114 EMERSON CT	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-114 SCHAEFER ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-114 W 26 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-114-15 GUY R BREWER BLVD	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-114-32 223 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-114-33 127 ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_FULL_ADDRESS-114-44 155 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1140 BROADWAY	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1143 ROGERS AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1143 ST LAWRENCE AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-115 AVE && 225 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-115 AVENUE A	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-115 HENWOOD PL	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-115 MARCY PL	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-115 SULLIVAN ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-115-33 SUTPHIN BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-115-34 SUTPHIN BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1150 BROADWAY	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1151 STRATFORD AVE	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_FULL_ADDRESS-1154 E 10 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1155 FULTON ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-1155 WILLMOHR ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-116 2 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-116 AVENUE D	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-116 CENTRAL PARK S	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-116 LENOX RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-116 W 116 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-116 W 238 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-116-11 LIBERTY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-116-51 157 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-116-80 GUY R BREWER BLVD	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_LOCATION_FULL_ADDRESS-1160 HOE AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1161 BROADWAY	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1162 WASHINGTON AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1165 E 229 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1165 EASTERN PKWY	Fail to Reject Null Hypothesis	0.7660254633840331
